open_time,open,high,low,close,volume,close_time,volume,num_trades,buy_vol,quote_vol,ignore,mavg_10,mavg_50
1500007140000,0.08618000,0.08618000,0.08618000,0.08618000,0.02700000,1500007199999,0.00232686,1,0.00000000,0.00000000,22486.95518873,0.08598600526292673,0.08490258059942697
1500007200000,0.08618000,0.08618000,0.08618000,0.08618000,0.10700000,1500007259999,0.00922126,1,0.00000000,0.00000000,22486.95518873,0.08602128646057736,0.08496472824417879
1500007260000,0.08638000,0.08638000,0.08638000,0.08638000,4.12000000,1500007319999,0.35588560,2,4.12000000,0.35588560,22485.05368873,0.08608652136585339,0.0850329389497433
1500007320000,0.08634700,0.08634700,0.08630700,0.08634700,3.55900000,1500007379999,0.30724880,9,1.51600000,0.13087519,22485.05368873,0.08613388959036705,0.08509570798743758
1500007380000,0.08634700,0.08636000,0.08623400,0.08636000,6.20900000,1500007439999,0.53588542,15,3.76900000,0.32523915,22488.75368873,0.08617264260907134,0.0851549719256516
1500007440000,0.08631400,0.08631400,0.08631400,0.08631400,3.59400000,1500007499999,0.31021251,2,3.57800000,0.30883149,22488.75368873,0.08619834703074412,0.08520942245926101
1500007500000,0.08631400,0.08631400,0.08631400,0.08631400,0.00000000,1500007559999,0.00000000,0,0.00000000,0.00000000,22485.05368873,0.08621937690362709,0.08526091515667493
1500007560000,0.08631400,0.08631400,0.08631400,0.08631400,1.12800000,1500007619999,0.09736218,3,0.00000000,0.00000000,22485.05368873,0.08623658248211609,0.08530964668666818
1500007620000,0.08635000,0.08635000,0.08631800,0.08631800,2.80300000,1500007679999,0.24203382,3,2.52300000,0.21786105,22486.32611023,0.08625720520150477,0.08535745159361573
1500007680000,0.08631900,0.08635000,0.08631900,0.08635000,3.81600000,1500007739999,0.32947008,3,2.47700000,0.21388895,22486.32611023,0.08626844122232499,0.08540133977900452
1500007740000,0.08635000,0.08635000,0.08635000,0.08635000,5.89000000,1500007799999,0.50860150,1,0.00000000,0.00000000,22488.32111023,0.08628327074204911,0.08544436317065221
1500007800000,0.08635000,0.08635000,0.08635000,0.08635000,2.62900000,1500007859999,0.22701415,4,0.00000000,0.00000000,22488.32111023,0.08629540377022692,0.08548518489235425
1500007860000,0.08635000,0.08635000,0.08635000,0.08635000,11.68400000,1500007919999,1.00891340,13,0.00000000,0.00000000,22490.99111023,0.0863053306492035,0.08552393948717744
1500007920000,0.08635000,0.08635000,0.08635000,0.08635000,0.00000000,1500007979999,0.00000000,0,0.00000000,0.00000000,22490.99111023,0.08631345254464644,0.08556075135661866
1500007980000,0.08638000,0.08638000,0.08638000,0.08638000,0.20000000,1500008039999,0.01727600,1,0.20000000,0.01727600,22502.26911023,0.08632555232003325,0.08559706547868072
1500008040000,0.08635000,0.08638000,0.08635000,0.08638000,7.97700000,1500008099999,0.68881665,14,0.09000000,0.00777420,22502.26911023,0.08632999742430657,0.08563027046013481
1500008100000,0.08638000,0.08638000,0.08638000,0.08638000,0.00000000,1500008159999,0.00000000,0,0.00000000,0.00000000,22502.26911023,0.08633908892144161,0.08566317336649948
1500008160000,0.08638000,0.08638000,0.08631800,0.08634700,5.64900000,1500008219999,0.48779596,14,1.67400000,0.14453173,22502.26911023,0.0863465273795149,0.0856944860323216
1500008220000,0.08630900,0.08630900,0.08630900,0.08630900,0.05800000,1500008279999,0.00500592,1,0.00000000,0.00000000,22509.71691023,0.08633970415944706,0.08572121007425015
1500008280000,0.08630900,0.08630900,0.08630900,0.08630900,0.00000000,1500008339999,0.00000000,0,0.00000000,0.00000000,22509.71691023,0.08633412154473254,0.08574666319237012
1500008340000,0.08630900,0.08634700,0.08630900,0.08634700,0.98400000,1500008399999,0.08496286,4,0.98400000,0.08496286,22453.07054023,0.08632955396418755,0.08577091498512102
1500008400000,0.08634700,0.08634700,0.08634700,0.08634700,0.00000000,1500008459999,0.00000000,0,0.00000000,0.00000000,22453.07054023,0.08633272598601596,0.085795662902027
1500008460000,0.08634700,0.08634700,0.08634700,0.08634700,0.00000000,1500008519999,0.00000000,0,0.00000000,0.00000000,22453.07054023,0.08633532127153934,0.0858192593542543
1500008520000,0.08587400,0.08587400,0.08587400,0.08587400,0.21800000,1500008579999,0.01872053,1,0.00000000,0.00000000,22453.07054023,0.08625144440558179,0.08582159381274083
1500008580000,0.08620500,0.08620500,0.08620500,0.08620500,0.67600000,1500008639999,0.05827458,2,0.00000000,0.00000000,22453.07054023,0.08624299994586958,0.0858378885824438
1500008640000,0.08613400,0.08613400,0.08597800,0.08597800,0.41000000,1500008699999,0.03527343,2,0.00000000,0.00000000,22453.07054023,0.08622318173100851,0.08585043212574671
1500008700000,0.08597800,0.08597800,0.08597800,0.08597800,0.00000000,1500008759999,0.00000000,0,0.00000000,0.00000000,22453.07054023,0.0861786031555365,0.08585581907144171
1500008760000,0.08597800,0.08597800,0.08597800,0.08597800,0.00000000,1500008819999,0.00000000,0,0.00000000,0.00000000,22453.07054023,0.08614212980169582,0.08586096304115899
1500008820000,0.08581600,0.08581600,0.08581100,0.08581100,1.42500000,1500008879999,0.12228166,3,1.17600000,0.10091373,22457.70517223,0.08608283340383725,0.08585907548761411
1500008880000,0.08490200,0.08490200,0.08487400,0.08487400,7.67800000,1500008939999,0.65167097,2,0.00000000,0.00000000,22457.70517223,0.0858681362131293,0.08581900811389065
1500008940000,0.08482400,0.08482400,0.08482400,0.08482400,0.66700000,1500008999999,0.05657760,1,0.00000000,0.00000000,22457.70517223,0.08567829311466765,0.08577746275522403
1500009000000,0.08480300,0.08480300,0.08480300,0.08480300,2.91200000,1500009059999,0.24694633,1,0.00000000,0.00000000,22457.70517223,0.08551914880869407,0.08573687825075882
1500009060000,0.08480300,0.08480300,0.08480300,0.08480300,0.00000000,1500009119999,0.00000000,0,0.00000000,0.00000000,22457.70517223,0.08538893986523033,0.08569807838965778
1500009120000,0.08460800,0.08460800,0.08460800,0.08460800,0.10700000,1500009179999,0.00905305,1,0.00000000,0.00000000,22457.68887223,0.08524695073712381,0.0856528942173211
1500009180000,0.08463400,0.08468000,0.08463400,0.08468000,2.42700000,1500009239999,0.20543013,2,0.00000000,0.00000000,22458.22261920,0.0851355051089326,0.0856107548255328
1500009240000,0.08468000,0.08468000,0.08468000,0.08468000,0.00000000,1500009299999,0.00000000,0,0.00000000,0.00000000,22458.22261920,0.08505268597412588,0.08557234298853729
1500009300000,0.08458100,0.08463300,0.08458100,0.08463300,0.74700000,1500009359999,0.06321585,2,0.65100000,0.05509608,22458.22261920,0.08496692486750958,0.08553151456125616
1500009360000,0.08466200,0.08547300,0.08466200,0.08545000,1.89700000,1500009419999,0.16140670,3,0.00000000,0.00000000,22458.22261920,0.08491148397171175,0.08549577401674074
1500009420000,0.08545000,0.08545000,0.08545000,0.08545000,0.00000000,1500009479999,0.00000000,0,0.00000000,0.00000000,22458.22261920,0.08500939599245498,0.08549389606680709
1500009480000,0.08545000,0.08545000,0.08545000,0.08545000,0.72500000,1500009539999,0.06195125,2,0.24700000,0.02110615,22458.13711920,0.08508950582245155,0.0854920984179731
1500009540000,0.08581000,0.08619600,0.08581000,0.08619600,5.46400000,1500009599999,0.46963531,6,5.00000000,0.42964037,22458.13711920,0.08522050477779583,0.0855050946767979
1500009600000,0.08559000,0.08559000,0.08559000,0.08559000,0.78400000,1500009659999,0.06710256,2,0.24700000,0.02114073,22458.13711920,0.08528768573314999,0.0855085599523751
1500009660000,0.08559000,0.08559000,0.08559000,0.08559000,0.00000000,1500009719999,0.00000000,0,0.00000000,0.00000000,22458.13711920,0.08534265196741084,0.08551187849613846
1500009720000,0.08581000,0.08581000,0.08577100,0.08577100,1.07400000,1500009779999,0.09214500,2,0.00000000,0.00000000,22452.58249773,0.08542762434193629,0.08552400785194782
1500009780000,0.08581000,0.08581000,0.08549600,0.08549600,2.60300000,1500009839999,0.22291699,6,0.24700000,0.02119507,22452.58249773,0.08549714719217984,0.08553562663078709
1500009840000,0.08549600,0.08549600,0.08549600,0.08549600,0.00000000,1500009899999,0.00000000,0,0.00000000,0.00000000,22452.58249773,0.08549693861177535,0.08553401901830283
1500009900000,0.08549600,0.08549600,0.08549600,0.08549600,1.00000000,1500009959999,0.08549600,1,1.00000000,0.08549600,22453.57249773,0.08549676795508346,0.08553247870954658
1500009960000,0.08548800,0.08581000,0.08548800,0.08551500,4.84100000,1500010019999,0.41458897,14,2.36700000,0.20245125,22453.57249773,0.08549517378139018,0.08553067902864381
1500010020000,0.08551500,0.08582300,0.08551500,0.08582300,0.74800000,1500010079999,0.06406315,3,0.26100000,0.02231941,22453.76249773,0.08549877854848735,0.08553004541909275
1500010080000,0.08582300,0.08582300,0.08582300,0.08582300,0.26100000,1500010139999,0.02239980,1,0.26100000,0.02239980,22453.76249773,0.08555772790434085,0.08554186995017782
1500010140000,0.08585000,0.08585000,0.08585000,0.08585000,2.00000000,1500010199999,0.17170000,1,0.00000000,0.00000000,22449.96289882,0.0856108682861317,0.08555429275590933
1500010200000,0.08585000,0.08585000,0.08585000,0.08585000,0.50000000,1500010259999,0.04292500,1,0.00000000,0.00000000,22449.96289882,0.08565434678007233,0.08556620160180965
1500010260000,0.08585000,0.08585000,0.08585000,0.08585000,0.00000000,1500010319999,0.00000000,0,0.00000000,0.00000000,22449.96289882,0.08568992009312788,0.08557761878477786
1500010320000,0.08585000,0.08585000,0.08585000,0.08585000,2.04700000,1500010379999,0.17573495,5,0.00000000,0.00000000,22449.96289882,0.08571902553096955,0.08558856555311331
1500010380000,0.08585000,0.08585000,0.08585000,0.08585000,0.00000000,1500010439999,0.00000000,0,0.00000000,0.00000000,22445.42289882,0.08574283907094626,0.0855990621621589
1500010440000,0.08585000,0.08585000,0.08582400,0.08582400,8.18800000,1500010499999,0.70286866,21,0.00000000,0.00000000,22445.42289882,0.08576232287633118,0.08560912792651085
1500010500000,0.08593800,0.08593800,0.08536700,0.08536700,9.63600000,1500010559999,0.82672585,28,0.45500000,0.03910179,22447.31289882,0.08579426417168108,0.08562230801305422
1500010560000,0.08536700,0.08536700,0.08536700,0.08536700,0.72400000,1500010619999,0.06180570,3,0.39900000,0.03406143,22447.31289882,0.08571657977655658,0.08561208492818737
1500010620000,0.08536700,0.08536700,0.08536700,0.08536700,0.00000000,1500010679999,0.00000000,0,0.00000000,0.00000000,22449.21902236,0.08565301981699966,0.08560227930185682
1500010680000,0.08536700,0.08536700,0.08536700,0.08536700,0.00000000,1500010739999,0.00000000,0,0.00000000,0.00000000,22448.04302236,0.08560101621378631,0.08559287345245685
1500010740000,0.08536700,0.08536700,0.08536700,0.08536700,0.00000000,1500010799999,0.00000000,0,0.00000000,0.00000000,22450.02102236,0.0855584678111977,0.08558385049694973
1500010800000,0.08536700,0.08536700,0.08536700,0.08536700,0.00000000,1500010859999,0.00000000,0,0.00000000,0.00000000,22450.02102236,0.08552365548183413,0.0855751943109496
1500010860000,0.08536700,0.08536700,0.08536700,0.08536700,1.39200000,1500010919999,0.11883086,5,0.57900000,0.04942749,22450.02102236,0.08549517266691846,0.08556688949109327
1500010920000,0.08536700,0.08536700,0.08536700,0.08536700,3.20900000,1500010979999,0.27394270,3,1.21900000,0.10406237,22450.02102236,0.08547186854563596,0.08555892131954596
1500010980000,0.08554100,0.08565300,0.08536800,0.08536800,5.01700000,1500011039999,0.42840236,10,0.39900000,0.03417296,22450.03732236,0.08548443790098573,0.08555820738612407
1500011040000,0.08576200,0.08600000,0.08536700,0.08566900,11.31100000,1500011099999,0.96995768,13,6.68000000,0.57427103,22450.03732236,0.0855349037372058,0.08556632085129487
1500011100000,0.08566900,0.08566900,0.08536700,0.08536700,1.97800000,1500011159999,0.16937106,4,0.00000000,0.00000000,22450.03732236,0.08555928487590976,0.08557040631296665
1500011160000,0.08536800,0.08536800,0.08536800,0.08536800,0.24700000,1500011219999,0.02108589,1,0.24700000,0.02108589,22450.03732236,0.08552450580754609,0.08556235745647622
1500011220000,0.08536800,0.08594200,0.08536700,0.08594200,2.60600000,1500011279999,0.22259376,9,0.00000000,0.00000000,22450.03732236,0.08549605020616305,0.08555463291916404
1500011280000,0.08594200,0.08594200,0.08594200,0.08594200,0.00000000,1500011339999,0.00000000,0,0.00000000,0.00000000,22450.03732236,0.08557713198688635,0.0855700202966543
1500011340000,0.08536700,0.08536700,0.08536700,0.08536700,0.35000000,1500011399999,0.02987845,1,0.00000000,0.00000000,22456.87232236,0.08553892617107893,0.0855619598131518
1500011400000,0.08536700,0.08536700,0.08536700,0.08536700,2.30900000,1500011459999,0.19711238,5,0.00000000,0.00000000,22449.88231866,0.08550766686723976,0.08555422312278296
1500011460000,0.08595700,0.08595700,0.08595700,0.08595700,0.32800000,1500011519999,0.02819389,1,0.00000000,0.00000000,22449.88231866,0.08558936380048307,0.08557019925034354
1500011520000,0.08579400,0.08579400,0.08579400,0.08579400,0.12000000,1500011579999,0.01029528,1,0.00000000,0.00000000,22449.76543566,0.0856265703822187,0.08557907231107291
1500011580000,0.08579400,0.08579400,0.08579400,0.08579400,3.59300000,1500011639999,0.30825782,8,0.00000000,0.00000000,22449.76543566,0.08565701213090973,0.08558758990528996
1500011640000,0.08579400,0.08579400,0.08557900,0.08557900,7.93300000,1500011699999,0.68019696,18,0.00000000,0.00000000,22449.76543566,0.08568191901620124,0.08559576655877907
1500011700000,0.08550600,0.08578200,0.08550600,0.08550600,5.12100000,1500011759999,0.43800256,10,0.50300000,0.04313588,22449.76543566,0.0856499337405258,0.0855922119938959
1500011760000,0.08553300,0.08571400,0.08541200,0.08541200,8.36900000,1500011819999,0.71568209,17,0.40500000,0.03471417,22449.76543566,0.08562867306042884,0.0855898682205842
1500011820000,0.08540200,0.08540200,0.08540000,0.08540000,0.10500000,1500011879999,0.00896710,5,0.00000000,0.00000000,22442.89272266,0.08558745977671238,0.08558243460911538
1500011880000,0.08540000,0.08540100,0.08540000,0.08540100,0.14000000,1500011939999,0.01195609,6,0.00000000,0.00000000,22442.89272266,0.08555337618094504,0.08557521853991427
1500011940000,0.08534100,0.08540000,0.08534100,0.08539900,0.10500000,1500011999999,0.00896446,5,0.00000000,0.00000000,22444.02168266,0.08551476232986278,0.0855659573304977
1500012000000,0.08539900,0.08542800,0.08539800,0.08540000,0.10500000,1500012059999,0.00896747,5,0.00000000,0.00000000,22444.02168266,0.0854937146335235,0.08555935783531086
1500012060000,0.08544800,0.08544800,0.08544800,0.08544800,0.02100000,1500012119999,0.00179440,1,0.00000000,0.00000000,22442.62168266,0.08548540288197357,0.08555495745336349
1500012120000,0.08544800,0.08544800,0.08544800,0.08544800,0.00000000,1500012179999,0.00000000,0,0.00000000,0.00000000,22442.62168266,0.08547860235797823,0.08555073222314907
1500012180000,0.08546000,0.08546000,0.08546000,0.08546000,0.48000000,1500012239999,0.04102080,1,0.00000000,0.00000000,22442.62168266,0.08547522011107304,0.08554714898437325
1500012240000,0.08546000,0.08546000,0.08546000,0.08546000,0.00000000,1500012299999,0.00000000,0,0.00000000,0.00000000,22442.62168266,0.08547245281815063,0.08554370820883411
1500012300000,0.08546000,0.08546000,0.08546000,0.08546000,0.00000000,1500012359999,0.00000000,0,0.00000000,0.00000000,22430.47271136,0.08547018866939594,0.0855404041587617
1500012360000,0.08547000,0.08547000,0.08547000,0.08547000,1.09900000,1500012419999,0.09393153,1,0.00000000,0.00000000,22430.47271136,0.0854701543658694,0.08553762594281218
1500012420000,0.08550000,0.08565000,0.08540200,0.08565000,70.75000000,1500012479999,6.04798316,7,11.84900000,1.01361469,22430.47285136,0.08547558084480227,0.0855361415509384
1500012480000,0.08600000,0.08620400,0.08600000,0.08620400,20.87300000,1500012539999,1.79901179,5,4.42100000,0.38078359,22430.43297136,0.0855709297821115,0.08555443705336811
1500012540000,0.08615900,0.08618600,0.08615900,0.08618600,9.00000000,1500012599999,0.77545365,3,9.00000000,0.77545365,22375.13667136,0.0856778516399099,0.08557827682668866
1500012600000,0.08618600,0.08618600,0.08618600,0.08618600,0.00000000,1500012659999,0.00000000,0,0.00000000,0.00000000,22371.63667136,0.08577024225083572,0.08560223600910151
1500012660000,0.08618600,0.08618600,0.08618600,0.08618600,0.00000000,1500012719999,0.00000000,0,0.00000000,0.00000000,22371.63667136,0.08584583456886583,0.08562524580795261
1500012720000,0.08627400,0.08627400,0.08627400,0.08627400,24.80100000,1500012779999,2.13968147,1,24.80100000,2.13968147,22341.06827036,0.08592368282907224,0.08565081214991187
1500012780000,0.08630000,0.08700100,0.08630000,0.08700100,32.00600000,1500012839999,2.77620515,7,30.48600000,2.64438771,22341.06827036,0.08599210413287743,0.08567639065319348
1500012840000,0.08697300,0.08697300,0.08697300,0.08697300,3.00000000,1500012899999,0.26091900,1,3.00000000,0.26091900,22341.06827036,0.08617044883599094,0.08572746861020322
1500012900000,0.08697300,0.08697300,0.08697300,0.08697300,0.00000000,1500012959999,0.00000000,0,0.00000000,0.00000000,22340.56827036,0.08631636722944733,0.0857765257064874
1500012960000,0.08709700,0.08709700,0.08709700,0.08709700,0.80000000,1500013019999,0.06967760,1,0.00000000,0.00000000,22340.56827036,0.08645830046045706,0.08582852565866798
1500013020000,0.08689800,0.08689900,0.08689800,0.08689900,28.00000000,1500013079999,2.43315525,2,28.00000000,2.43315525,22340.56827036,0.08653824583128313,0.08587063438594135
1500013080000,0.08689900,0.08689900,0.08689900,0.08689900,0.00000000,1500013139999,0.00000000,0,0.00000000,0.00000000,22339.47919036,0.08660383749832261,0.08591111814668638
1500013140000,0.08689900,0.08689900,0.08689900,0.08689900,0.00000000,1500013199999,0.00000000,0,0.00000000,0.00000000,22310.46039036,0.08665750340771852,0.08595000229244636
1500013200000,0.08689900,0.08689900,0.08689900,0.08689900,0.00000000,1500013259999,0.00000000,0,0.00000000,0.00000000,22310.46039036,0.08670141187904246,0.08598735048225288
1500013260000,0.08689900,0.08689900,0.08689900,0.08689900,0.00000000,1500013319999,0.00000000,0,0.00000000,0.00000000,22260.46039036,0.08673733699194384,0.08602322380669578
1500013320000,0.08691500,0.08691500,0.08690900,0.08690900,5.03800000,1500013379999,0.43787754,2,5.00000000,0.43457500,22260.46039036,0.08676963935704497,0.08605831040827858
1500013380000,0.08690900,0.08690900,0.08690900,0.08690900,0.00000000,1500013439999,0.00000000,0,0.00000000,0.00000000,22260.46039036,0.08679497765576408,0.08609177615775859
1500013440000,0.08709700,0.08709700,0.08709700,0.08709700,0.22400000,1500013499999,0.01950972,1,0.22400000,0.01950972,22260.33409019,0.08684989080926153,0.0861313163180293
1500013500000,0.08688300,0.08688300,0.08688300,0.08688300,1.25400000,1500013559999,0.10895128,1,1.25400000,0.10895128,22260.33409019,0.08685591066212307,0.08616088003873772
1500013560000,0.08688300,0.08688300,0.08688300,0.08688300,0.00000000,1500013619999,0.00000000,0,0.00000000,0.00000000,22260.33409019,0.08686083599628251,0.0861892777719446
1500013620000,0.08688300,0.08688300,0.08688300,0.08688300,0.00000000,1500013679999,0.00000000,0,0.00000000,0.00000000,22250.33409019,0.08686486581514023,0.08621655575423733
1500013680000,0.08688300,0.08688300,0.08688300,0.08688300,0.00000000,1500013739999,0.00000000,0,0.00000000,0.00000000,22250.33409019,0.08686816293966018,0.08624275836942788
1500013740000,0.08688300,0.08688300,0.08688300,0.08688300,0.00000000,1500013799999,0.00000000,0,0.00000000,0.00000000,22250.33409019,0.0868708605869947,0.0862679282242809
1500013800000,0.08688300,0.08688300,0.08688300,0.08688300,0.00000000,1500013859999,0.00000000,0,0.00000000,0.00000000,22249.08239019,0.08687306775299566,0.08629210622103285
1500013860000,0.08688300,0.08688300,0.08688300,0.08688300,0.00000000,1500013919999,0.00000000,0,0.00000000,0.00000000,22249.08239019,0.08687487361608737,0.0863153316268469
1500013920000,0.08678000,0.08678000,0.08678000,0.08678000,0.57700000,1500013979999,0.05007206,1,0.57700000,0.05007206,22247.71479206,0.08685762386770783,0.08633359403232824
1500013980000,0.08678000,0.08678000,0.08678000,0.08678000,0.00000000,1500014039999,0.00000000,0,0.00000000,0.00000000,22247.71479206,0.0868435104372155,0.0863511371738358
1500014040000,0.08678000,0.08678000,0.08678000,0.08678000,0.00000000,1500014099999,0.00000000,0,0.00000000,0.00000000,22247.13779206,0.0868319630849945,0.08636798949623321
1500014100000,0.08678000,0.08678000,0.08678000,0.08678000,0.00000000,1500014159999,0.00000000,0,0.00000000,0.00000000,22247.10890336,0.08682251525135914,0.08638417831048144
1500014160000,0.08678000,0.08678000,0.08678000,0.08678000,0.00000000,1500014219999,0.00000000,0,0.00000000,0.00000000,22247.10890336,0.08681478520565748,0.0863997298395313
1500014220000,0.08678000,0.08688300,0.08678000,0.08688300,1.29600000,1500014279999,0.11247553,3,1.29600000,0.11247553,22247.10890336,0.08680846062281067,0.08641466926230551
1500014280000,0.08688300,0.08688300,0.08688300,0.08688300,0.00000000,1500014339999,0.00000000,0,0.00000000,0.00000000,22247.10890336,0.08682201323684509,0.08643306696298345
1500014340000,0.08688300,0.08688300,0.08688300,0.08688300,0.00000000,1500014399999,0.00000000,0,0.00000000,0.00000000,22247.10890336,0.08683310173923689,0.08645074073674065
